name,Unique Users
whatsapp_notificacion_ter_iphone11_julio,1
(direct),1614
CO_POSPAGO_COL-OFERTAS-LIBRES-B2C_24-01-04_PMAX_LDS-WEB_AON_ABT,910
CO_POSPAGO_COL-OFERTAS-VAC-B2C_24-01-01_VID-ACT_LDS-WEB,424
CO_HOGAR_COL-FIBRA-OFERTAS-B2C_22-09-05_PMAX_VNT_AON_ABT,355
CO_POSPAGO_COL-OFERTAS-GDN-RESPONSIVE-B2C_24-07-09_DIS-RDA_LDS-WEB,210
(organic),172
CO_POSPAGO_COL-OFERTAS-B2C_23-12-01_PMAX_LDS-WEB_AON_ABT,102
CO_POSPAGO_COL-OFERTA-CO-TT-B2C_24-01-01_SOC_VNT,97
CO_POSPAGO_COL-OFERTA-CO-ESP-TT-B2C_24-10-25_SOC_TRF,94
CO_HOGAR_COL-OFERTAS-B2C_24-01-01_VID-ACT_VNT,86
CO_POSPAGO_COL-OFERTAS-B2C_24-07-16_PMAX_LDS-WEB_AON_ABT,59
CO_CONVERGENCIA_COL-MOVISTAR-TOTAL-NU-CORE-B2C_24-03-01_PMAX_LDS-WEB_AON_GN,56
CO_POSPAGO_COL-OFERTA-CO-B2C_24-01-01_SOC_VNT,51
CO_POSPAGO_COL-OFERTAS-VAC-BF-B2C_24-10-10_VID-ACT_LDS-WEB,51
CO_POSPAGO_COL-OFERTA-CO-TABOOLA-B2C_24-01-24_DIS_VNT,49
CO_POSPAGO_COL-F2-MAG-ESCALERA-V1-PORTABILIDAD-TIGO-B2C_24-11-01_SMS_VNT_0_NA,43
CO_POSPAGO_COL-OFERTAS-DEMAND-B2C_24-01-01_DIS-DGEN_LDS-WEB,39
CO_POSPAGO_COL-OFERTA-MOVIL-LIBRES-SMARTLY-FB-B2C_24-01-05_SOC_VNT,31
CO_MARCA_COL-MULTIPRODUCTO-B2C_23-03-15_SEM_TRF_AON_ABT_BRAND,31
CO_HOGAR_COL-OFERTAS-FIBRA-CIUDADES-B2C_24-01-01_DIS-DGEN_VNT,29
CO_POSPAGO_COL-VENTA-AUTOMATICA-MOVIL-BI-B2C_24-02-20_DIS_VNT,25
CO_HOGAR_COL-ASISTIDO-B2C_24-05-15_PMAX_LDS-WEB_AON_GN,24
CO_TERMINALES_COL-OFERTA-B2C_24-08-09_DIS_VNT,22
App_pospago_seccion_ofertas_boton_ilimitados,22
CO_HOGAR_COL-OFERTAS-FIBRA-CIUDADES-B2C_24-09-22_DIS-DGEN_VNT,22
whatsapp_intencion_pospagoauto,21
CO_POSPAGO_COL-OFERTA-CO-B2C_24-04-08_SOC_VNT,20
CO_POSPAGO_COL-OFERTAS-PLANES-B2C_23-10-01_SEM_LDS-WEB_AON_ABT_BRAND,19
CO_POSPAGO_COL-AUTOMATICO-B2C_24-10-16_PMAX_VNT_AON_GN,18
CO_POSPAGO_COL-AUTOMATICO-PLANES-B2C_23-04-27_SEM_VNT_AON_ABT_BRAND,18
CO_TERMINALES_COL-OFERTA-GENERICA-SA-B2C_24-01-01_DIS-DGEN_LDS-WEB,18
(referral),18
CO_POSPAGO_COL-AFILIADO-TABOOLA-OFERTAS-B2C_24-08-01_DIS_VNT,18
CO_POSPAGO_COL-AUTOMATICO-PORTABILIDAD-B2C_24-05-09_SEM_VNT_AON_ABT_CONQUER,14
CO_POSPAGO_COL-ASISTIDA-B2C_24-09-24_PMAX_LDS-WEB_AON_GN,14
CO_HOGAR_COL-OFERTAS-FIBRA-CIUDADES-B2C_23-03-16_DIS-DIS_VNT,14
CO_POSPAGO_COL-F2-SP-PORTABILIDAD-B2C_24-11-01_SMS_VNT_0_NA,13
CO_POSPAGO_COL-TAB-AUTOMATICO-B2C_24-06-24_DIS_VNT,13
CO_POSPAGO_COL-F2-SP-TIPIFICACIONES-B2C_24-11-01_SMS_VNT_0_NA,12
CO_POSPAGO_COL-F2-MAG-ESCALERA-V2-PORTABILIDAD-B2C_24-11-01_SMS_VNT_0_NA,12
whatsapp_notificacion_pos_carritosdot_octubre,12
CO_HOGAR_COL-OFERTA-FIBRA-TABOOLA-B2C_23-10-01_DIS_TRF,11
CO_HOGAR_COL-OFERTAS-FIBRA-DESPLIEGUES-B2C_24-01-01_VID-ACT_VNT,10
app_acceso_directo_fibra_portaprepago,10
CO_MARCA_COL-IMPRESSION-SHARE-B2C_23-03-15_SEM_TRF_AON_ABT_BRAND,10
CO_HOGAR_COL-AFILIDADO-TABOOLA-AUTOMATICO-B2C_23-10-13_DIS_VNT,9
CO_HOGAR_COL-OFERTAS-FIBRA-TT-B2C_24-05-20_SOC_TRF,9
CO_POSPAGO_COL-F2-MAG-ESCALERA-V2-TIPIFICACIONES-2-B2C_24-11-01_SMS_VNT_0_NA,8
CO_POSPAGO_COL-OFERTAS-AVATAR-MOVIL-B2C_22-01-01_DIS-DIS_TRF,8
CO_PREPAGO_COL-CAPTACION-POSPAGO-PREPAGO-TB-B2C_24-10-21_DIS_TRF,8
CO_POSPAGO_COL-OFERTAS-DEMAND-B2C_23-10-25_DIS-DGEN_LDS-WEB,8
vtas_ofertas_categorias_mejora_tu_plan_pospago,8
CO_TERMINALES_COL-AUTOMATICA-V-LIBRE-B2C_23-11-01_PMAX_VNT_AON_ABT,7
CO_POSPAGO_COL-OFERTAS-B2C_23-08-01_PMAX_LDS-WEB_AON_ABT,7
CO_TERMINALES_COL-OFERTA-B2C_24-06-26_DIS_TRF,7
CO_HOGAR_COL-OFERTAS-BF-B2C_24-10-10_VID-ACT_VNT,7
CO_HOGAR_COL-OFERTAS-GAMER900-TT-B2C_24-06-20_SOC_TRF,6
CO_HOGAR_COL-FIBRA-ASISTIDA-BOGOTA-B2C_22-06-13_SEM_LDS-WEB_AON_ABT_BRAND,6
CO_MARCA_COL-PUREBRAND-B2C_22-02-16_SEM_LDS-WEB_AON_RMKT_BRAND,6
app_sitio_publico_portabilidadposypre,6
CO_POSPAGO_COL-ASISTIDA-PLANES-B2C_23-08-09_SEM_LDS-AD_AON_ABT_BRAND,6
app_boton_ver_mas_pospago,5
CO_POSPAGO_COL-OFERTAS-VAC-BLIFT-B2C_24-08-13_VID-ACT_LDS-WEB,5
CO_POSPAGO_COL-OFERTA-CO-B2C_23-02-27_SOC_VNT,5
CO_POSPAGO_COL-AFILIADO-TABOOLA-LP-ASISTIDO-B2C_24-09-01_DIS_LDS-WEB,5
CO_POSPAGO_COL-AUTOMATICO-PORTABILIDAD-B2C_23-05-03_SEM_VNT_AON_RMKT_BRAND,5
CO_POSPAGO_COL-F2-MAG-ESCALERA-WINBACK-B2C_24-11-01_SMS_VNT_0_NA,5
CO_POSPAGO_COL-F2-MAG-ESCALERA-NAVIDAD-PORTABILIDAD-TIGO-B2C_24-11-01_SMS_VNT_0_NA,5
CO_POSPAGO_COL-F2-MAG-PARTIDO-COL-ECU-2-TIPIFICACIONES-B2C_24-11-01_SMS_VNT_0_NA,5
CO_HOGAR_COL-FIBRA-AUTOMATICO-B2C_24-01-18_SEM_VNT_AON_ABT_CATEGORY,4
CO_CONVERGENCIA_PUB-NAVIDAD-YT-OFERTA-B2C_24-11-08_VID_TRF,4
CO_HOGAR_COL-VENTA-AUTOMATICA-MAGENTO-B2C_23-07-01_PMAX_VNT_AON_GN,4
CO_POSPAGO_COL-F2-C2C-PORTABILIDAD-B2C_24-11-01_SMS_VNT_0_NA,4
CO_POSPAGO_COL-OFERTAS-AVATAR-MOVIL-B2C_23-11-01_DIS-DIS_LDS-WEB,4
CO_POSPAGO_COL-OFERTA-INFLUENCIADORES-SMARTLY-FB-B2C_24-06-14_SOC_TRF,4
CO_TERMINALES_COL-OFERTAS-IS-B2C_24-01-01_SEM_TRF_AON_ABT_CATEGORY,4
CO_POSPAGO_COL-VENTA-AUTOMATICA-MOVIL-B2C_24-02-20_DIS-DGEN_VNT,4
CO_POSPAGO_COL-OFERTAS-VAC-B2C_23-10-25_VID-ACT_LDS-WEB,4
CO_POSPAGO_COL-OFERTAS-TEST-B2C_23-10-01_VID-ACT_TRF,4
EXTENSIONES,3
CO_POSPAGO_COL-ASISTIDA-PLANES-B2C_23-07-10_SEM_LDS-WEB_AON_ABT_CATEGORY,3
CO_POSPAGO_COL-F3-SP-TIPIFICACIONES-B2C_24-11-01_SMS_VNT_0_NA,3
CO_POSPAGO_COL-OFERTA-CO-B2C_23-11-01_DIS_TRF,3
CO_POSPAGO_COL-OFERTAS-TEST-B2C_23-12-01_PMAX_LDS-WEB_AON_ABT,3
CO_TERMINALES_COL-FABRICANTE-MOTOROLA-B2C_24-07-12_DIS-DGEN_TRF,3
CO_TERMINALES_COL-FABRICANTE-MOTOROLA-B2C_24-10-11_DIS-DGEN_TRF,3
CO_PREPAGO_COL-P-SiempreGanas_OFERTA_NAVIDAD-B2C_23-11-14_SMS_VNT_0_NA,3
CO_TERMINALES_COL-FABRICANTE-HONOR-B2C_24-10-11_DIS-DGEN_TRF,3
CO_TERMINALES_COL-OFERTA-GENERICA-B2C_24-08-05_VID-ACT_TRF,3
CO_POSPAGO_COL-F3-MAG-ESCALERA-PORTABILIDAD-CAPTACION-B2C_24-09-04_SMS_VNT_0_NA,3
CO_POSPAGO_COL-F2-MAG-ESCALERA-V1-PORTABILIDAD-TIGO-B2C_24-10-28_SMS_VNT_0_NA,3
CO_POSPAGO_COL-F3-MAG-PARTIDO-COL-ECU-1-BQ-B2C_24-11-01_SMS_VNT_0_NA,3
CO_POSPAGO_COL-F3-MAG-ESCALERA-V1-PORTABILIDAD-TIGO-B2C_24-11-01_SMS_VNT_0_NA,3
CO_HOGAR_COL-OFERTAS-FIBRA-DESPLIEGUES-B2C_23-05-01_VID-ACT_VNT,3
CO_HOGAR_COL-FIBRA-ASISTIDA-B2C_23-01-10_SEM_LDS-WEB_AON_ABT_BRAND,3
Terminales 2023,3
CO_POSPAGO_COL-OFERTAS-B2C_24-06-06_VID-REACH_ALC,3
CO_POSPAGO_COL-F2-HALLOWEEN-TIPIFICACIONES-B2C_24-10-10_SMS_VNT_0_NA,3
CO_POSPAGO_COL-F3-MAG-ESCALERA-NAVIDAD-PORTABILIDAD-TIGO-B2C_24-11-01_SMS_VNT_0_NA,2
CO_POSPAGO_COL-F2-MAG-ESCALERA-GRUPO-3-CELULARES-B2C_24-11-01_SMS_VNT_0_NA,2
CO_HOGAR_COL-OFERTAS-B2C_23-03-06_SEM_TRF_AON_ABT_BRAND,2
CO_HOGAR_COL-OFERTAS-GDN-RESPONSIVE-B2C_24-08-05_DIS-RDA_LDS-WEB,2
CO_HOGAR_COL-OFERTAS-TEST-B2C_23-08-01_VID-ACT_VNT,2
CO_POSPAGO_COL-F3-C2C-PORTABILIDAD-B2C_24-09-01_SMS_VNT_0_NA,2
App_Boton_Home_Estrena_Iphone,2
CO_POSPAGO_COL-F3-MAG-ESCALERA-V2-TIPIFICACIONES-2-B2C_24-11-01_SMS_VNT_0_NA,2
CO_POSPAGO_COL-F2-C2C-TIPIFICACIONES-2-B2C_24-11-01_SMS_VNT_0_NA,2
CO_POSPAGO_COL-AVATAR-MOVIL-SMARTLY-LP-FB-B2C_23-08-24_SOC_LDS-WEB,2
CO_POSPAGO_COL-CARRITO-ABANDONADO-B2C_24-04-17_SMS_VNT_0_NA,2
CO_TERMINALES_COL-SAMSUNG-GALAXY-S24-FE-VAC-TERMINALESBQ-B2C_24-11-13_SMS_VNT_0_NA,2
CO_TERMINALES_COL-SP-IPHONE-13-128GB-OTROS-SOLO-B2C_24-01-01_SMS_VNT_0_NA,2
CO_HOGAR_COL-VENTA-AUTOMATICA-MAGENTO-B2C_23-01-01_SOC_TRF,2
CO_TERMINALES_COL-LIBRES-TERMINALES-OFERTA-CRUAZADA-B2C_24-09-14_SMS_VNT_0_NA,2
CO_PREPAGO_COL-PORTABILIDAD-B2C_22-10-27_SEM_VNT_AON_SIMILAR_BRAND,2
CO_POSPAGO_COL-VENTA-AUTOMATICA-LIBRES-B2C_24-01-04_SEM_VNT_AON_RMKT_BRAND,2
Movistar_total,2
CO_PREPAGO_COL-PORTABILIDAD-B2C_23-06-21_PMAX_VNT_AON_GN,2
CO_POSPAGO_COL-OFERTAS-AFIN-CONVERGED-B2C_23-11-17_DIS-DIS_LDS-WEB,2
CO_POSPAGO_COL-OFERTAS-MOVIL-TDS-B2C_24-09-01_SOC_TRF,2
CO_POSPAGO_COL-F3-SP-PORTABILIDAD-B2C_24-10-21_SMS_VNT_0_NA,2
CO_POSPAGO_COL-OFERTA-2-CO-B2C_23-02-27_SOC_VNT,2
app_boton_home_accesorios,2
CO_TERMINALES_COL-OFERTA-GENERICA-B2C_24-01-01_DIS-DGEN_LDS-WEB,2
CO_TERMINALES_COL-AUTOMATICA-V-LIBRE-B2C_23-10-26_SEM_VNT_AON_ABT_BRAND,2
CO_POSPAGO_COL-OFERTAS-AFIN-B2C_23-11-17_DIS-DIS_LDS-WEB,2
CO_TERMINALES_COL-MAIL-RECOMENDADOR-B2C_05-03-24_EMAIL_VNT_0_NA,2
CO_POSPAGO_COL-F3-MAG-ESCALERA-WINBACK-B2C_24-10-28_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F3-SP-ESCALERA-A-PORTA-TELEVENTAS-CLARO-A-B2C_24-08-15_SMS_VNT_0_NA,1
CO_POSPAGO_COL-ESCALERA-POSPAGO-WOM-B2C_24-03-16_SMS_VNT_0_NA,1
CO_MARCA_COL-PUREBRAND-B2C_21-01-01_SEM_LDS-AD_AON_ABT_BRAND,1
CO_POSPAGO_COL-AUTOMATICA-ADVANTAGE-CATALOGO-FB-B2C_24-09-01_SOC_VNT,1
CO_POSPAGO_COL-F3-MAG-ESCALERA-WINBACK-B2C_24-10-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F3-MAG-ESCALERA-TIPIFICACIONES-B2C_24-10-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F3-MAG-ESCALERA-A-PORTA-TELEVENTAS-TIGO-A-B2C_24-08-16_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F3-MAG-ESCALERA-PORTABILIDAD-B2C_24-10-10_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F3-MAG-ESCALERA-PORTABILIDAD-TIGO-B2C_24-10-07_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-V1-TIPIFICACIONES-B2C_24-11-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-V1-BQ-B2C_24-11-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-PORTABILIDAD-B2C_24-09-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-PORTABILIDADES-CANCELADAS-B2C_24-11-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-V2-BQ-B2C_24-10-28_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-MAG-ESCALERA-V2-BQ-B2C_24-11-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-SP-ESCALERA-A-PORTA-TELEVENTAS-CLARO-A-B2C_24-08-15_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-SP-PORTABILIDAD-B2C_24-10-28_SMS_VNT_0_NA,1
CO_HOGAR_COL-AFILIDADO-TABOOLA-AUTOMATICO-B2C_24-01-01_DIS_VNT,1
CO_CONVERGENCIA_COL-POSPAGO-MOVISTAR-TOTAL-FIBRA-SIN-POSPAGO-CIUDADES-CARTAGENA-B2C_24-05-18_SMS_VNT_0_NA,1
App_pushapp_ter_Addi_julio,1
CO_HOGAR_COL-AUTOMATICO-BING-B2C_23-09-01_SEM_VNT_AON_ABT_BRAND,1
CO_HOGAR_COL-F2-MAG-20X12-NKD-CONV-CONVERGENCIA-RESTO-DEL-PAIS-B2C_24-11-01_SMS_VNT_0_NA,1
CO_HOGAR_COL-BLACKFRIDAY-B2C_23-11-22_SOC_TRF,1
CO_HOGAR_COL-F3-MAG-20X12-NKD-POTENCIALES-RESTO-DEL-PAIS-B2C_24-10-07_SMS_VNT_0_NA,1
CO_HOGAR_COL-FIBRA-ASISTIDA-B2C_23-06-14_SEM_LDS-WEB_AON_RMKT_BRAND,1
CO_HOGAR_COL-OFERTAS-FIBRA-B2C_23-01-01_SOC_TRF,1
CO_HOGAR_COL-OFERTAS-FIBRA-B2C_23-01-01_DIS_TRF,1
CO_HOGAR_COL-AUTOMATICO-B2C_23-09-01_SEM_VNT_AON_ABT_CONQUER,1
CO_HOGAR_COL-OFERTAS-FIBRA-DESPLIEGUES-B2C_23-05-01_DIS-DIS_VNT,1
App_Boton_Home_Fibra_Obsequio,1
App_Popup_ter_madres_abril,1
App_Tab_Accesorios,1
App_Tab_Compra_Tu_Celu_Cuotas,1
CO_HOGAR_COL-OFERTAS-FIBRA-TEST-B2C_23-01-01_DIS_TRF,1
CO_HOGAR_COL-OFERTAS-FIBRA-DESPLIEGUES-GDN-B2C_24-07-01_DIS-DGEN_TRF,1
CO_HOGAR_COL-OFERTAS-IMPRESSION-SHARE-B2C_23-03-06_SEM_TRF_AON_ABT_BRAND,1
CO_HOGAR_PUB-CAMPANA-MOVISTAR-TOTAL-MAS-COMBO-B2C_23-08-28_VID_ALC,1
CO_HOGAR_COL-VENTA-AUTOMATICA-MAGENTO-FIBRA-B2C_24-05-01_SOC_VNT,1
CO_POSPAGO_COL-018000-PLAN-ILIMIDATOS-TIGO-B2C_23-11-25_SMS_VNT_0_NA,1
CO_MARCA_COL-PUREBRAND-B2C_21-01-01_SEM_LDS-WEB_AON_ABT_BRAND,1
CO_POSPAGO_COL-ESCALERA-POSPAGO-CLARO-1-B2C_24-04-13_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-C2C-TIPIFICACIONES-B2C_24-10-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-ESCALERA-POSPAGO-OTROS-1-B2C_24-04-20_SMS_VNT_0_NA,1
CO_POSPAGO_COL-ESCALERA-POSPAGO-MAXMARCACIONES-1-RMK-B2C_24-02-03_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F1-SP-ESCALERA-TIPIFICACIONES-B2C_24-08-03_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-HALLOWEEN-PORTABILIDAD-B2C_24-10-07_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-HALLOWEEN-BQ-B2C_24-10-24_SMS_VNT_0_NA,1
CO_POSPAGO_COL-F2-HALLOWEEN-PORTABILIDAD-TIGO-B2C_24-10-07_SMS_VNT_0_NA,1
CO_HOGAR_COL-SEGUNDO-CONTACTO-FLUJO-CONVERGENCIA-FIBRA-B2C_24-07-08_EMAIL_VNT_0_NA,1
CO_POSPAGO_COL-F3-SP-ESCALERA-B-TIPIFICACIONES-B-B2C_24-08-21_SMS_VNT_0_NA,1
CO_TERMINALES_COL-FABRICANTE-OPPO-OFERTAS-SA-B2C_24-10-07_DIS-DGEN_TRF,1
CO_TERMINALES_COL-C2C-PREVENTA-IPHONE-16-IPHONE-CUPO-B2C_24-09-14_SMS_VNT_0_NA,1
CO_TERMINALES_COL-FABRICANTE-MOTOROLA-B2C_24-09-16_DIS-RDA_TRF,1
CO_TERMINALES_COL-BF-XIAOMI-REDMI-NOTE-12-LIBRES-BASE-PROB-BAJA-B2C_24-05-24_SMS_VNT_0_NA,1
CO_SVA_COL-WIN-SPORTS-B2C_23-03-22_PMAX_VNT_SNL_BBDD,1
CO_TERMINALES_COL-AUTOMATICA-BLACK-FRIDAY-B2C_23-10-20_VID-PRE_ALC,1
CO_TERMINALES_COL-AUTOMATICA-V-LIBRE-B2C_24-03-01_SHOP_VNT_AON_ABT,1
CO_PREPAGO_COL-RECARGAS-B2C_22-09-08_PMAX_VNT_AON_ABT,1
CO_TERMINALES_COL-ASPIRADORA-XIAOMI-MI-ROBOT-VACUUM-E5-LIBRES-B2C_24-10-26_SMS_VNT_0_NA,1
CO_PREPAGO_COL-CAPTACION-B2C_24-10-15_PMAX_VNT_AON_ABT,1
CO_POSPAGO_COL-OFERTAS-Z-AUTOGESTION-B2C_23-11-01_PMAX_LDS-WEB_SNL_ABT,1
CO_POSPAGO_COL-TAB-OFERTAS-B2C_24-07-19_DIS_VNT,1
CO_POSPAGO_COL-PORTABILIDAD-MAXMARCACIONES-LAS-DEMAS-B2C_24-05-11_SMS_VNT_0_NA,1
CO_PREPAGO_COL-LINEA-NUEVA-B2C_24-05-22_DIS_TRF,1
CO_POSPAGO_COL-OFERTAS-SMARTLY-B2C_23-10-25_DIS-DIS_LDS-WEB,1
CO_POSPAGO_COL-MAIL-POSPAGO-AUTOMATIZACION-CARRITO-ABANDONADO-MAGENTO-FECHA-JUNIO-B2C_24-05-29_EMAIL_VNT_0_NA,1
CO_POSPAGO_COL-F3-SP-ESCALERA-WINBACK-B2C_24-09-01_SMS_VNT_0_NA,1
CO_POSPAGO_COL-OFERTAS-B2C_23-09-01_SEM_LDS-WEB_AON_RMKT_CATEGORY,1
CO_TERMINALES_COL-C2C-XIAOMI-REDMI-NOTE-13-PRO-OTROS-CUPO-MENOR-4M-B2C_24-09-01_SMS_VNT_0_NA,1
CO_TERMINALES_COL-MOTO-EDGE-30-FUSION-LIBRES-TERMINALES-TIPIFICACIONES-B2C_24-09-01_SMS_VNT_0_NA,1
CO_TERMINALES_COL-MARATON-DE-OFERTAS-BANCOS-B2C_23-12-14_SMS_VNT_0_NA,1
CO_TERMINALES_COL-LANZAMIENTO-IPHONE-16-2-LIBRES-OTROS-SOLO-B2C_24-10-01_SMS_VNT_0_NA,1
CO_TERMINALES_COL-LANZAMIENTO-XIAOMI-14T-PRO-LIBRES-B2C_24-10-12_SMS_VNT_0_NA,1
CO_TERMINALES_COL-SAMSUNG-Z-FOLD-5-SEG-BASE-BR-BM-OTROS-MAYOR4M-B2C_24-04-12_SMS_VNT_0_NA,1
CO_TERMINALES_COL-SAMSUNG-S24-SEG-BASE-BR-BM-OTROS-MAYOR4M-B2C_24-05-03_SMS_VNT_0_NA,1
CO_TERMINALES_COL-OFERTA-AON-B2C_24-06-04_DIS_TRF,1
CO_TERMINALES_COL-FABRICANTE-VIVO-SMARTLY-B2C_24-07-10_SOC_TRF,1
CO_TERMINALES_COL-FINANCIAMIENTO-LIBRES-BASE_MA_MB_OTROS-B2C_24-07-02_SMS_VNT_0_NA,1
CO_TERMINALES_COL-HONOR-X7A-LIBRES-BASE-MA-MB-IPHONE-B2C_24-04-16_SMS_VNT_0_NA,1
CO_TERMINALES_COL-FABRICANTES-XIAOMI-B2C_24-04-23_SEM_TRF_SNL_ABT_CATEGORY,1
CO_TERMINALES_COL-FABRICANTE-VIVO-B2C_24-07-10_DIS-DGEN_TRF,1
app_bannerpopup_ter_iphoneaon_masiva_septiembre,1
addi,1
CO_TERMINALES_COL-TERMINALES-FM-B2C_24-08-15_DIS_TRF,1
Tab_Accesorios_App,1
CO_TERMINALES_COL-SAMSUNG-A53-LIBRES-BASE-MA-MB-OTROS-B2C_24-06-14_SMS_VNT_0_NA,1
CO_TERMINALES_COL-OPPO-A57-128GB-SEG-BANCOS-ALIADOS-B2C_23-10-26_SMS_VNT_0_NA,1
app_boton_renueva_tu_equipo_lanzamientos,1
app_boton_ofertas_movistar_total,1
app_pusapp_ter_automaticasAON_libres_mayo,1
app_pushapp_ter_FacturaiPhoneAON_septiembre,1
app_pushapp_ter_madrugon_octubre,1
app_pushapp_ter_compras_navideñas_nov,1
app_pushapp_ter_masivaiPhone_addi_1junio,1
app_boton_sitiopublico_nueva_sim,1
app_carrusel_ofertas_ter_samsungA15_128gb_junio,1
app_boton_Recomendados_Para_Ti,1
carrusel_ofertas_app,1
app_pushapp_ter_samsungs21fe5g_22nov,1
app_pushapp_ter_masivaiphoneaon_28julio,1
celulares_mas_vendidos,1
internet_fibra_optica,1
mms_rtd_babysitting,1
https://www.movistar.com.co/legales-preferencial-arena#fibraTrios,1
elegiapps_fibra,1
tab_desde400_lprentasmedias,1
simdigital,1
whatsapp_intencion_ilimidatos_nov,1
web_lppalanca_siempreganas,1
whatsapp_intencion_pos_bts_enero,1
whatsapp_notificacion_fibra_carritos_grupodot_octubre,1
whatsapp_notificacion_pos_ilimidatos_feb,1
